crop,temperature,humidity,rainfall,soil_moisture,growth_stage,previous_disease_history,risk_percentage,risk_level,disease_category
wheat,20.595183643354847,26.008656971250097,106.83447069514418,49.99355353208159,flowering,1,58.7,medium,rust
wheat,21.041512962946808,28.964199989679436,149.03739052604456,58.05263158524825,maturity,0,58.4,medium,powdery_mildew
coconut,26.76820414927429,94.82487732183002,296.45741026913265,44.961971233677644,seedling,0,70.8,high,blast
orange,20.18295526408716,33.572329553714084,6.0220897873871415,79.75967566663886,maturity,0,39.4,low,none_significant
coffee,22.997049273060263,41.17283025265975,14.54380100941275,39.72617824241944,vegetative,0,30.0,low,none_significant
wheat,15.257579916060998,91.73699749507703,36.94571192672377,64.03827391912007,maturity,0,59.5,medium,leaf_blight
rice,26.107900950415075,96.95216775082395,33.868405521382364,73.45799130158603,seedling,0,55.9,medium,rust
chickpea,17.913577137128875,30.22645527093273,254.34834018644273,79.99010225855281,maturity,0,48.0,medium,rust
rice,25.2031786654079,41.45075180873572,187.05935986990968,24.129483478501683,seedling,0,60.9,medium,leaf_blight
sugarcane,26.027594051822074,82.23675327052945,268.2335227850218,48.883185421896385,vegetative,0,89.1,high,blast
rice,25.606956008248943,37.57193411268835,281.2972772768959,34.24669136266128,seedling,1,65.3,high,root_rot
wheat,25.711250205412515,96.22169760006342,67.10098379857934,77.89120974886669,maturity,0,61.6,medium,leaf_blight
sugarcane,34.257056336949724,45.678133220102566,166.4200722010728,62.01416554600819,maturity,0,55.4,medium,rust
chickpea,20.100596339940587,96.58347026720037,70.50816106899688,23.946697345534755,flowering,0,54.7,medium,rust
watermelon,18.404141544667436,20.854772170613785,263.61915036446214,28.889133257809164,flowering,0,46.9,medium,rust
rice,23.748069502538666,25.06304394003375,220.45286754781282,89.78898536968813,seedling,1,77.9,high,downy_mildew
maize,12.756831435793089,47.516996048147966,189.8318573085517,29.568207877336242,maturity,0,47.8,medium,rust
coffee,22.19818103928423,40.05852530048398,276.5548729065702,75.48349090715115,seedling,1,74.3,high,bacterial_wilt
mango,29.023245319162758,92.7469964692804,97.27835254322791,34.56731283334216,vegetative,0,65.2,high,bacterial_wilt
banana,25.95772298112592,44.47658406566929,24.79837183525787,90.82912821198506,seedling,1,52.5,medium,powdery_mildew
sugarcane,27.51515979221553,72.09158575700258,185.70516144510086,8.624332210129477,maturity,0,63.6,medium,leaf_blight
grapes,23.418946531791033,29.07747911725607,268.2070195498817,39.629670246264595,seedling,0,53.8,medium,leaf_blight
wheat,22.76819741774641,59.70839901690198,29.159925694122933,54.34870251918909,seedling,1,59.1,medium,leaf_blight
coffee,26.38560615960077,82.53397759544487,20.860451590838792,68.2680240870969,vegetative,1,69.4,high,blast
rice,30.97672640362071,95.28367895746045,35.40586457176488,6.225222249732749,flowering,1,51.7,medium,rust
kidneybeans,15.317805319688585,85.34095050951963,85.82123536038806,20.54619131012538,seedling,1,59.4,medium,leaf_blight
sugarcane,28.999653244472118,68.65247831677411,283.2265782068207,14.284490537957014,seedling,0,64.4,medium,powdery_mildew
maize,27.383870027696346,68.45499612705481,84.76174608149346,44.96017253028007,vegetative,0,56.4,medium,rust
sugarcane,27.484933576530686,29.167092036860023,252.05254359156493,78.82822157045986,flowering,0,61.5,medium,powdery_mildew
mango,26.673463812178763,56.91319662767255,72.62747761395929,16.143052233972988,vegetative,1,60.4,medium,powdery_mildew
lentil,23.36024546751213,85.62470009735483,64.79927823585184,14.543077473355359,maturity,0,50.1,medium,powdery_mildew
sugarcane,31.05249708634473,28.65336326748336,295.56856769105167,55.01447210032204,flowering,0,53.8,medium,rust
orange,20.013067395086985,40.55642749134989,130.50752459211094,63.09928188574879,maturity,0,48.4,medium,leaf_blight
grapes,21.064217351797,44.80599021664833,165.1058839927951,28.607827806748457,seedling,0,60.3,medium,powdery_mildew
banana,26.944010675433358,59.42720836038869,256.96872368528904,66.35651768377949,seedling,0,65.3,high,blast
orange,17.39851591934166,60.22276820499884,192.74857286582693,41.072206477033866,maturity,0,61.9,medium,rust
mango,30.51819334299984,96.46535108318047,191.66854827682604,36.64214885653346,maturity,1,85.5,high,downy_mildew
sugarcane,29.523411196664288,74.15197172502582,133.4607619455785,16.961780855841717,vegetative,0,49.0,medium,leaf_blight
rice,26.284652557708547,94.86604822931882,287.7382099773339,35.754985762990046,seedling,0,81.8,high,blast
sugarcane,33.742829103490955,81.45922272401654,190.24721708457682,85.28489209928236,vegetative,0,71.9,high,downy_mildew
maize,19.144401925852986,77.13327742944568,100.85076142090738,25.876154177358792,flowering,0,45.6,medium,powdery_mildew
wheat,14.676954378344409,44.284958355583306,143.17203283835318,77.05665162776887,seedling,0,51.1,medium,powdery_mildew
maize,29.13774745697355,56.721586542924534,24.98427824708238,42.14022996562437,vegetative,1,47.7,medium,rust
wheat,22.467235490346173,70.05662213854319,221.16617168968716,48.473372289415465,maturity,0,68.6,high,root_rot
coconut,24.58558068561827,35.659283904990254,19.645402943706035,49.803693191618024,vegetative,0,46.4,medium,rust
cotton,27.155108498205376,68.9581420766018,133.14397012705436,10.885962384860967,maturity,0,59.7,medium,leaf_blight
grapes,23.792064029209563,84.20023826915609,176.11082200840795,89.15276651994223,seedling,0,87.9,high,downy_mildew
sugarcane,34.686897572767066,77.76066889011003,207.68698125398666,5.71559665074369,vegetative,0,50.6,medium,rust
rice,26.043470194020287,63.751570447022836,151.46866586926646,12.703947282429223,maturity,0,64.0,medium,rust
sugarcane,30.881162038335038,27.409060120510702,22.168204912060794,41.58473067646091,maturity,0,25.3,low,none_significant
lentil,19.678052603270515,87.45296985448167,58.754021812115134,12.660841905194733,flowering,0,41.7,medium,powdery_mildew
wheat,18.664753585986226,86.60309293125243,254.7165371416771,69.18396825563781,vegetative,0,60.2,medium,powdery_mildew
wheat,15.544118021588941,89.97734254523279,104.60401277149339,29.230276096209167,flowering,0,58.2,medium,leaf_blight
coconut,27.675172024641864,91.71290884918034,285.307880701867,57.31165386068714,maturity,1,93.2,high,root_rot
kidneybeans,18.786931161606365,69.82738567237357,230.48913310785002,36.05038289142207,vegetative,1,71.7,high,root_rot
cotton,25.00121102263171,88.16276219347975,100.78542030734195,39.82837772821906,maturity,0,68.1,high,downy_mildew
rice,26.514683861158705,39.70742312457584,260.3446331326244,62.77603473993425,maturity,0,63.9,medium,powdery_mildew
chickpea,21.18552220756825,92.75375613773949,13.41913830544974,10.55111246489718,vegetative,1,66.7,high,root_rot
banana,26.85544277774114,96.91023162789651,210.02475206049962,79.50240899459952,seedling,0,84.9,high,root_rot
coconut,29.150652618859123,45.64183322160326,12.884305247487992,71.33202778660717,maturity,0,43.6,medium,leaf_blight
grapes,21.907946678192815,95.5633381614949,48.51351975436149,52.46149917955108,flowering,0,72.2,high,downy_mildew
mango,29.566122732064503,83.33620648926694,244.22462710972096,92.97057304364571,flowering,0,77.3,high,root_rot
kidneybeans,17.1581504566891,20.595554158372586,110.27780731389973,87.30816522391027,vegetative,0,41.1,medium,rust
banana,21.702254027723775,84.70203513930214,34.453331687874886,59.36567247637948,vegetative,0,59.6,medium,rust
cotton,24.89989427515596,48.874371079331986,80.00142277649114,64.75055667515359,maturity,0,58.7,medium,rust
sugarcane,29.16582729487767,86.36978894943054,285.8457147147073,69.21166109825322,seedling,0,73.7,high,blast
maize,25.781728348283377,98.59633006442867,134.30892017259254,14.491274155902188,flowering,0,56.7,medium,rust
chickpea,24.360448902134095,39.054693512380666,59.16375711150146,48.52762523655506,seedling,1,52.3,medium,rust
mango,38.14655398753058,99.09418811353052,254.97962403539805,49.463235859740145,vegetative,1,75.9,high,downy_mildew
maize,29.429306130072757,94.90113186195828,277.33270618951605,46.25290695103766,vegetative,0,82.6,high,downy_mildew
grapes,27.832459682107043,55.24834880604179,136.66623043413998,89.84836464857783,vegetative,1,80.5,high,blast
wheat,15.701768719929865,20.925638049530193,159.129082740568,48.44224597701372,seedling,1,48.5,medium,leaf_blight
chickpea,20.42164794022711,47.25068726952032,189.85427535674197,47.344180994783926,seedling,0,56.2,medium,leaf_blight
coconut,22.15514140437534,70.12657887768447,253.05806196288623,79.58490227957662,seedling,0,76.7,high,root_rot
kidneybeans,12.869193036383523,65.00346821041495,289.2798148203852,64.65330454493755,maturity,0,68.3,high,blast
lentil,22.63797475931778,79.51253190955896,105.46616457042754,60.4202254251272,vegetative,0,66.2,high,bacterial_wilt
sugarcane,32.40439809201698,26.592996775370878,178.47883950417318,42.161695603721256,seedling,0,42.4,medium,powdery_mildew
rice,26.622722348643034,76.05504005885878,206.37030904139817,8.082582771576384,flowering,0,69.1,high,downy_mildew
watermelon,19.998099274847537,91.53364478857819,22.740270167136355,52.6679114565146,seedling,0,52.6,medium,powdery_mildew
grapes,15.76027852456398,99.32767746184899,287.28794752702964,27.24383300290693,maturity,1,70.7,high,root_rot
cotton,25.9559671360822,54.848588409670796,11.717324374320825,30.55248527309051,vegetative,0,40.8,medium,powdery_mildew
mango,24.56362047410145,89.91460947935079,29.039883560208825,40.65891873127669,vegetative,0,44.8,medium,powdery_mildew
coffee,26.520743584577232,40.21522623737006,135.95293656074517,15.208924814194553,flowering,1,61.8,medium,powdery_mildew
chickpea,19.802078177818828,77.63035854374684,129.15197268102253,93.53315355088988,maturity,0,60.2,medium,powdery_mildew
banana,27.207985686045465,20.53767235880036,182.78402179216292,70.95020352964904,maturity,0,52.0,medium,powdery_mildew
chickpea,19.9474067453268,90.10481118866582,51.26528315148544,50.120945310055234,flowering,0,56.6,medium,leaf_blight
coconut,27.038064341851687,48.31074095954635,41.00153284573756,9.596625557923705,maturity,0,40.3,medium,leaf_blight
watermelon,25.697479677150515,98.69807135049837,55.20002286372097,94.78660598709659,seedling,0,77.7,high,blast
cotton,26.37057738329424,79.84321972529284,47.019010108428105,15.973185104424791,vegetative,0,47.3,medium,rust
sugarcane,24.162437455397324,37.40243261450846,152.97270503389257,6.286942403729025,flowering,0,56.8,medium,powdery_mildew
grapes,22.223971285223826,81.48534018354192,147.7849008810193,50.96359888852591,flowering,0,67.4,high,root_rot
orange,21.61347468276788,69.89656788096997,65.0697959433462,45.032393312329326,flowering,0,39.6,low,none_significant
banana,31.00940766780965,52.747490981659155,276.2986120337417,67.81965752377968,maturity,1,80.1,high,root_rot
coconut,25.15546818517208,56.21143735296328,190.79628804362656,36.1379591401213,maturity,0,63.0,medium,leaf_blight
maize,30.013740864358095,72.28695770417298,1.5678403530843932,25.597724037392496,vegetative,1,52.5,medium,leaf_blight
chickpea,20.553050553083935,86.18098619873935,241.5719277255885,84.05773488968791,seedling,0,91.5,high,bacterial_wilt
orange,17.726741484798993,41.976749421943815,174.2157828583116,55.12446882801694,seedling,0,46.7,medium,powdery_mildew
maize,21.791018657531083,20.189812961639973,155.7524440084766,37.823338519398305,vegetative,0,60.8,medium,rust
banana,27.320454895886204,20.046565935158725,234.00330006507448,61.505478706674815,vegetative,0,61.0,medium,powdery_mildew
watermelon,21.50746583707474,83.11028189857122,182.47980936703783,76.21184739088488,seedling,1,100.0,high,downy_mildew
coffee,24.137650647089913,57.49761673329077,22.169379306370097,9.917638600908031,flowering,0,43.8,medium,leaf_blight
watermelon,29.935587849687888,36.967517974174314,295.406966230021,54.00515089418314,seedling,0,60.0,medium,rust
kidneybeans,10.92872363952566,36.399321939133166,248.40644168900462,38.03288484755696,vegetative,0,46.2,medium,powdery_mildew
maize,29.324147825558576,45.81200838257138,292.2229477837468,94.78603875121117,maturity,1,78.6,high,blast
sugarcane,29.58294768831863,48.144879780979224,185.65566118741532,79.31656266744464,flowering,0,65.5,high,bacterial_wilt
cotton,24.870543407814857,82.0606371250476,15.644356556961059,27.833998823119327,seedling,0,50.4,medium,powdery_mildew
banana,28.615315291076868,50.643151586799675,186.32625552618126,22.23380010326446,flowering,0,73.8,high,root_rot
grapes,18.86435562404953,61.44480708378684,291.08042906180765,41.48337694802847,seedling,1,65.8,high,root_rot
maize,21.600535633524366,34.63728283306914,239.95568565053526,35.1377809600077,maturity,0,59.6,medium,rust
chickpea,17.504413028416543,73.13721902001146,197.68353945761834,57.67429818082693,flowering,1,78.2,high,bacterial_wilt
chickpea,17.290239194283274,63.18629779512261,270.183487960982,91.85768614792099,maturity,0,65.7,high,root_rot
wheat,19.05588683582083,82.43758432787175,234.44937183650782,5.723462796774223,vegetative,1,69.9,high,blast
wheat,17.148930625497567,90.08163534942226,21.155417838250166,25.898396265071064,seedling,1,53.6,medium,powdery_mildew
grapes,25.899040434308596,74.83451217642434,191.30667143975722,20.092822762821253,flowering,0,59.1,medium,powdery_mildew
rice,23.495454868558777,38.16710651649526,26.900328103851557,54.16888487670759,maturity,0,42.9,medium,leaf_blight
chickpea,20.52876504933429,35.17350336519411,189.80804499858635,69.19901776091531,maturity,0,61.0,medium,powdery_mildew
sugarcane,31.725104686553678,32.264241237759265,57.51448224718114,49.96554846252611,seedling,0,30.3,low,none_significant
banana,27.722554159860703,82.9032384918841,105.54240123433587,72.76166686840727,maturity,0,68.6,high,downy_mildew
coconut,22.56742986761711,30.529601582819687,108.2516545878485,80.78077686945593,flowering,0,52.1,medium,rust
coconut,23.02771263686591,61.01417698369302,159.95822100722668,31.282160780442297,vegetative,1,71.3,high,downy_mildew
wheat,18.66163704304776,50.751622943445405,291.75819064080895,36.462973624884334,vegetative,0,49.0,medium,leaf_blight
kidneybeans,19.939044974206816,23.790683020122536,224.47587438900422,24.80621006372676,flowering,1,55.5,medium,rust
grapes,19.063172773088358,99.71482050498071,108.91341540602136,94.54818176582303,vegetative,1,83.3,high,root_rot
cotton,28.348258390250503,77.62774155406849,205.718656390464,30.95600270436487,flowering,1,84.5,high,downy_mildew
wheat,15.355265199845544,32.80821274544411,19.79388828180345,41.5450023842415,flowering,0,25.4,low,none_significant
coffee,21.959592761193647,84.63242489136908,33.67660560408844,94.39524839477966,seedling,0,58.2,medium,rust
grapes,28.66602684568344,73.2266252647993,80.42294545299585,77.02445559293623,vegetative,0,68.3,high,blast
banana,26.877933701834884,89.11154415605239,74.08418397777008,94.78007091750044,maturity,1,81.0,high,downy_mildew
maize,25.068188276024685,28.494596104812366,184.6116551071204,15.163015586946587,flowering,0,41.4,medium,powdery_mildew
sugarcane,21.412818647126706,61.911360544099225,273.95423026320685,36.78798300283553,maturity,0,77.3,high,downy_mildew
banana,24.50013402562483,95.23682740041625,76.83069674389078,75.72566928494246,vegetative,1,86.2,high,downy_mildew
cotton,29.209507708568175,68.51131833917859,233.5741031487778,92.0222006248377,maturity,0,74.8,high,downy_mildew
coconut,24.13170224041591,21.380068697561498,155.99686003982464,89.24389604206878,vegetative,0,53.3,medium,rust
wheat,16.75163110157385,80.6554752439255,80.99027691498615,43.37395571613,vegetative,0,48.1,medium,powdery_mildew
cotton,24.005389597327984,53.51049744139979,204.96738643967728,30.656553450077528,maturity,0,70.1,high,root_rot
kidneybeans,19.495729116372406,35.28365277877437,40.76527061564946,57.68236703443862,vegetative,1,33.4,low,none_significant
coconut,26.001251911615412,58.60390649475648,230.0735253134787,58.45158013020844,flowering,1,78.3,high,blast
orange,15.858564454974198,84.87993448763059,297.6072566746482,19.711835343069108,seedling,1,73.1,high,downy_mildew
wheat,7.838308350756304,85.97579678773434,59.85914498214442,40.19989865544878,flowering,0,46.2,medium,powdery_mildew
maize,32.65489543384406,88.15939384453901,285.5755951093802,91.06654938534311,vegetative,0,72.5,high,root_rot
coffee,22.746385652641802,97.79132499719742,11.005094463287179,52.369671879848866,seedling,0,60.9,medium,powdery_mildew
lentil,24.52585921559581,53.63716633869568,288.587497581844,27.264532226212673,vegetative,1,60.1,medium,powdery_mildew
grapes,20.204529092481486,42.666041805491126,48.81814702509504,81.5120738273013,flowering,0,59.8,medium,powdery_mildew
rice,24.839590417468408,95.78946415764625,17.6114835610952,61.48160078537086,seedling,0,60.2,medium,rust
wheat,21.38576989370022,64.04066755053259,103.31190634824257,52.266607361016455,seedling,0,65.0,medium,leaf_blight
chickpea,22.319348094094465,51.16954321257218,140.10347436530802,86.86183258964753,maturity,1,71.7,high,root_rot
orange,25.04265528907854,55.06335448300543,270.8972592225628,13.553943275264256,maturity,0,51.9,medium,powdery_mildew
banana,26.60858218559574,84.77309597374828,268.4039081909754,94.22856151729711,flowering,0,96.6,high,blast
coffee,27.697668720252654,20.5734387962908,40.38378798996168,16.300784776950213,seedling,0,38.7,low,none_significant
rice,23.306465513908517,25.451423422065123,60.6599985170772,86.12264331737101,seedling,0,43.4,medium,rust
wheat,24.378078759758754,91.05533346775361,49.14812172479368,36.467738761265984,seedling,0,57.0,medium,rust
wheat,19.35237854653849,38.12694555742948,191.74891026685123,18.205850003313785,maturity,0,33.3,low,none_significant
rice,27.196825028923833,40.706407584515645,28.700433121820247,94.19718199649154,maturity,0,49.6,medium,powdery_mildew
kidneybeans,11.914401976132767,31.822332076041874,96.66931242029351,6.982162912261796,flowering,0,23.4,low,none_significant
lentil,24.701898800118798,58.44368774100894,291.68785236419586,39.80031881700257,flowering,0,65.8,high,blast
lentil,25.80541166482096,91.37268782986862,139.71756413764436,48.04436813404018,vegetative,0,68.0,high,root_rot
kidneybeans,21.65276723185121,45.69329386873787,64.01723073340514,63.262473929515245,maturity,0,46.4,medium,powdery_mildew
lentil,17.56022960077015,36.75724336118789,194.42898730721427,66.896466402642,maturity,0,52.6,medium,powdery_mildew
chickpea,17.180761190033348,91.25959326993322,41.133599057184746,58.07220109041945,maturity,0,51.8,medium,rust
grapes,18.85073895226075,76.73077284174542,260.31695473659425,20.389323899875606,maturity,0,52.9,medium,powdery_mildew
orange,20.677950893814725,81.26533552942986,50.10773955021502,26.78357274163179,maturity,0,51.2,medium,rust
maize,18.4077207553099,44.20191193367878,97.69460233865954,87.50107984189752,flowering,0,29.7,low,none_significant
coffee,21.323147493517954,73.6371584674992,164.67959501319584,80.48575433910835,maturity,1,80.7,high,blast
mango,27.58338971985055,82.02450058935108,242.80421058255973,70.9764314173521,vegetative,1,90.9,high,blast
watermelon,19.641114729607054,39.225113187404375,152.32495942930913,27.21909793508066,seedling,0,46.4,medium,powdery_mildew
rice,25.23698225134397,39.7825035957443,241.3085140590631,29.414339047246557,flowering,0,59.7,medium,leaf_blight
wheat,23.852461788701092,44.89052856979693,134.83265889556236,61.53720323430222,flowering,1,74.6,high,root_rot
lentil,19.288012207273077,50.48776994104173,20.72992964654339,72.2209458412591,flowering,0,27.7,low,none_significant
maize,19.825907611993888,49.37163049658582,154.3058040231004,27.070300090881034,maturity,0,49.9,medium,leaf_blight
grapes,21.11532900742849,90.58945349182949,285.53632909695193,45.44333961351918,maturity,0,76.2,high,downy_mildew
rice,31.49259191952134,41.489169722678476,225.82752962447444,80.30504795053653,vegetative,0,73.3,high,downy_mildew
banana,26.68737730505553,93.77544201066397,74.73697498705596,23.141446018236973,flowering,0,63.3,medium,powdery_mildew
orange,19.1076994687126,53.653930447805315,290.45625049114284,18.075262601121974,flowering,1,55.8,medium,rust
grapes,21.7605118678386,43.31358044150235,36.25094625234332,14.663559642413436,vegetative,0,30.0,low,none_significant
maize,21.035707825602323,66.32628776960391,185.7221849794189,21.4636063649901,flowering,0,62.3,medium,leaf_blight
lentil,24.167593068850675,88.66685961889418,182.69583261389582,49.06934097682986,seedling,0,67.4,high,blast
mango,30.309098810687278,56.84581206102011,23.926809668078654,32.19248229368874,seedling,0,40.1,medium,leaf_blight
kidneybeans,17.555691695323343,79.64179928962484,47.55326289186852,44.373883604575774,maturity,1,57.5,medium,powdery_mildew
banana,28.052123175569694,48.07457614919724,116.48203476893347,89.74566853027969,seedling,0,62.6,medium,rust
banana,26.53589781040298,58.6830368584609,32.13867516316532,80.40039932291634,seedling,0,59.9,medium,leaf_blight
lentil,27.832707622890354,60.84128431315424,241.63040965355745,45.74226893142454,vegetative,0,75.0,high,root_rot
sugarcane,29.636256001625597,20.39260858352985,144.9059203539751,88.07145620697864,flowering,0,55.0,medium,powdery_mildew
banana,25.813457030546896,35.61277771259859,37.261245272383434,7.297045175421953,vegetative,0,39.0,low,none_significant
sugarcane,26.54639829338906,39.518674374720774,191.61778396038764,9.91379170676192,maturity,0,64.9,medium,rust
chickpea,18.104553384482323,65.52566474499335,63.6104234754069,29.411475428130004,vegetative,0,33.3,low,none_significant
wheat,18.721969218493463,28.867346514174752,107.14805457654542,20.534251604000602,vegetative,1,40.4,medium,leaf_blight
mango,33.41389414098796,79.49346015238271,149.01660717626555,28.25308892936115,maturity,1,56.6,medium,leaf_blight
banana,25.249561764979774,35.43689444290651,16.825037851805202,21.185421617941767,flowering,1,40.9,medium,powdery_mildew
chickpea,12.180834500862964,71.19291796468141,133.02817933637021,78.38271007367929,flowering,0,58.9,medium,leaf_blight
maize,24.978286565827066,60.041308243210935,127.72849700299963,43.67447418154222,vegetative,1,57.2,medium,leaf_blight
wheat,25.78748672633702,66.16868008642936,255.43097854714992,17.337145510648387,vegetative,0,63.5,medium,leaf_blight
orange,19.836081172176453,86.72806855207185,170.60506803603303,24.8674020600998,vegetative,0,57.9,medium,powdery_mildew
maize,18.641172753899376,46.05082603308209,203.93686262337516,48.52069600236283,flowering,0,56.7,medium,leaf_blight
banana,30.759703469990093,52.16270138992785,55.87361865540866,10.494474873469718,flowering,0,39.2,low,none_significant
grapes,19.497657137848684,80.37484297233996,103.31584970995415,9.713181212923148,flowering,0,44.2,medium,powdery_mildew
chickpea,16.6469730334627,68.94986856603484,167.16627823132444,53.0187429234713,maturity,0,59.8,medium,powdery_mildew
coconut,27.056864222783883,44.94836063335593,23.11497466660817,41.250460769103356,maturity,0,33.7,low,none_significant
banana,24.728344613362136,37.11388746125395,227.39150855128318,76.39591977745388,flowering,0,62.7,medium,powdery_mildew
wheat,21.691592949664155,30.887028158697404,267.4770016933244,18.49788330785578,vegetative,0,56.2,medium,rust
coffee,23.687789688451947,47.90517316209409,198.67084153159342,5.817701751570779,vegetative,0,52.5,medium,leaf_blight
watermelon,22.707504952545595,34.45320330074337,124.27940247113035,11.679936259363739,seedling,0,49.6,medium,rust
wheat,14.092727736718022,54.0788874593364,70.26354949039413,32.31307397316302,seedling,0,33.6,low,none_significant
wheat,23.41196362776092,74.99874097440784,120.34632979355757,94.8203608815882,flowering,1,77.7,high,blast
mango,32.23330884603458,87.71673090419016,109.84557063131535,57.603775177469835,flowering,1,66.2,high,blast
coconut,26.290370867023025,82.4597259142496,141.91342968175474,78.43169999002795,maturity,0,69.1,high,root_rot
wheat,18.276401775058087,96.55038620356504,220.98516901031329,34.68982437152924,maturity,1,81.7,high,downy_mildew
rice,27.76256370329038,40.9018406288109,223.06914215157997,76.74193933668813,seedling,0,62.2,medium,rust
sugarcane,27.08953211600992,87.37479271093521,260.81270013125936,23.676378330752506,vegetative,1,85.4,high,downy_mildew
orange,20.43238782806959,62.2897027338401,234.95828484762478,32.74499252151848,seedling,1,64.9,medium,rust
cotton,20.743662373200234,33.52401747954975,231.5698825970586,88.69257402465905,seedling,0,65.0,medium,leaf_blight
mango,31.958446146907576,28.225871925562693,272.8292038436164,94.44084077833068,vegetative,0,63.1,medium,rust
grapes,22.89261355920121,25.59732726554751,96.77729954168078,17.545885057495763,seedling,0,50.8,medium,leaf_blight
grapes,26.228409369491278,49.63250694177519,121.85089986495022,59.21586773920417,maturity,0,54.9,medium,leaf_blight
chickpea,17.12765713474613,28.165725891544582,31.020606353187674,27.886601576139615,maturity,0,23.9,low,none_significant
rice,27.279752098173685,88.11472399652688,28.83901343053057,75.7065032114673,flowering,0,60.7,medium,powdery_mildew
watermelon,24.807046837915802,29.06639532539699,236.15857995004902,67.18780145540012,vegetative,0,52.4,medium,rust
coconut,25.483582472009846,26.69428360426928,40.70799076061301,65.98105312877462,flowering,1,60.2,medium,leaf_blight
watermelon,24.658609473095005,55.520425127178015,224.39221764535756,22.90875383801812,flowering,0,61.5,medium,powdery_mildew
coconut,27.230864870491594,82.59201913543454,272.0089494257549,68.16734038397523,maturity,1,95.4,high,root_rot
lentil,23.742060752613774,25.664361930992328,176.8414565404562,25.41082727196187,maturity,0,58.4,medium,leaf_blight
orange,19.088567070217042,79.05538642813129,86.29897253941094,55.62869474576608,maturity,0,41.0,medium,rust
kidneybeans,16.539447881920395,34.30944555689746,295.9654995355163,23.66821030060863,seedling,0,47.5,medium,powdery_mildew
maize,26.219743324273594,31.265030476486906,22.21954112201737,58.04161766038689,maturity,0,34.2,low,none_significant
grapes,26.67375402563943,92.84202804359025,248.81493194483204,63.25223656253016,maturity,0,91.3,high,bacterial_wilt
mango,32.783788549158714,21.06045719037274,177.73829298981263,56.884190403834104,vegetative,1,49.6,medium,leaf_blight
maize,20.821258293366633,74.63725241702656,24.492037757671902,68.21369937044112,vegetative,0,49.4,medium,leaf_blight
maize,27.505840923964,55.6786220021657,41.19046001118397,48.42192433573928,flowering,1,51.4,medium,powdery_mildew
chickpea,23.907376238357934,21.72718654372077,153.36389227143718,35.41433936572474,seedling,1,52.6,medium,leaf_blight
lentil,21.139324168520307,51.72105483189416,68.91209094125341,21.484138639853963,vegetative,1,49.5,medium,rust
watermelon,25.60707589541022,56.42355209340417,260.8474119334657,17.417709950142285,vegetative,0,63.1,medium,powdery_mildew
maize,16.187375949884604,74.11136002087883,295.2014803804016,85.29286954790224,vegetative,1,80.9,high,downy_mildew
coconut,25.138758134367635,43.37356139677201,135.63206716442429,93.70432813734081,vegetative,0,65.5,high,downy_mildew
kidneybeans,19.70030476066891,98.27000612896643,98.88728675467065,53.17755072256813,maturity,1,69.3,high,blast
maize,21.54179262549296,34.67826229110842,247.7398354670839,39.760738075328206,maturity,0,52.2,medium,rust
kidneybeans,16.806260021148844,23.644026716879118,161.82338389781242,16.647719513951383,seedling,1,43.3,medium,rust
rice,19.15422668675707,73.31613560670189,125.67622872551975,63.72789543281883,flowering,0,49.3,medium,leaf_blight
maize,21.878880868899063,52.11274946291579,185.2324500491983,49.08347079388612,maturity,0,64.1,medium,leaf_blight
orange,22.721925203917227,35.03559929937828,146.58396392347265,38.03550953564162,flowering,0,57.3,medium,rust
orange,15.39998218149529,54.12622696054556,210.99788825034076,75.26189663766921,flowering,0,65.3,high,bacterial_wilt
rice,21.14037779091684,72.29110270674728,86.3206063147058,5.395403806862758,vegetative,0,48.4,medium,rust
watermelon,23.804614137363433,39.75202191478675,219.86981101019484,48.774297842597406,vegetative,0,65.4,high,downy_mildew
mango,32.48232217116453,38.99408685346474,236.86565620527878,70.52934907056952,seedling,0,54.6,medium,leaf_blight
rice,23.70271006331851,63.10984692149698,210.69430698688222,68.74295895779109,flowering,0,64.6,medium,rust
maize,15.453956605257078,64.09135597576125,276.42741116897,38.3115608218522,vegetative,0,69.6,high,downy_mildew
coconut,25.769798470755024,67.84870919016885,69.73294272760357,84.57673442903102,maturity,0,56.8,medium,rust
grapes,23.824287396785863,42.98392522444105,245.826646369414,51.13184588948394,flowering,0,66.3,high,blast
rice,20.501232883238067,57.626799512295506,190.29426473122643,19.149587498446166,flowering,0,76.0,high,downy_mildew
mango,30.364247076567928,63.94041741638544,69.92395385771026,7.072058140227497,vegetative,0,48.5,medium,rust
wheat,23.745311154060968,71.17324059864747,105.97920121684167,5.051800792838165,seedling,0,54.8,medium,powdery_mildew
watermelon,23.44714368815795,29.699436905448266,69.28235088035605,61.92471642046004,maturity,1,58.8,medium,powdery_mildew
orange,17.412177523704536,98.87222364102975,109.39898645988104,12.802942752957623,seedling,0,47.4,medium,rust
maize,21.060268021792446,47.511306502957396,86.38108164695625,73.15216788469922,flowering,0,57.6,medium,leaf_blight
cotton,24.22217855500968,93.91377451378189,228.09668144287582,69.63127297974556,vegetative,0,77.7,high,root_rot
coffee,25.138622998563047,21.2243636241994,291.15690183498185,70.34665354614954,flowering,0,57.1,medium,powdery_mildew
maize,31.977173450844457,56.128576646586204,231.72787948319478,57.1485994123747,flowering,0,60.7,medium,rust
